state,date,year,month,unemployment_rate
South Carolina,2016-05-01,2016,5,4.5
South Carolina,2016-06-01,2016,6,5.2
South Carolina,2016-07-01,2016,7,5.1
South Carolina,2016-08-01,2016,8,5.0
South Carolina,2016-09-01,2016,9,4.5
South Carolina,2016-10-01,2016,10,4.5
South Carolina,2016-11-01,2016,11,4.2
South Carolina,2016-12-01,2016,12,4.4
South Carolina,2017-01-01,2017,1,5.0
South Carolina,2017-02-01,2017,2,4.7
South Carolina,2017-03-01,2017,3,4.1
South Carolina,2017-04-01,2017,4,3.5
South Carolina,2017-05-01,2017,5,3.7
South Carolina,2017-06-01,2017,6,4.4
South Carolina,2017-07-01,2017,7,4.5
South Carolina,2017-08-01,2017,8,4.4
South Carolina,2017-09-01,2017,9,3.9
South Carolina,2017-10-01,2017,10,4.0
South Carolina,2017-11-01,2017,11,4.0
South Carolina,2017-12-01,2017,12,4.1
South Carolina,2018-01-01,2018,1,4.4
South Carolina,2018-02-01,2018,2,4.1
South Carolina,2018-03-01,2018,3,3.4
South Carolina,2018-04-01,2018,4,2.5
South Carolina,2018-05-01,2018,5,2.8
South Carolina,2018-06-01,2018,6,3.6
South Carolina,2018-07-01,2018,7,3.6
South Carolina,2018-08-01,2018,8,3.5
South Carolina,2018-09-01,2018,9,3.0
South Carolina,2018-10-01,2018,10,3.2
South Carolina,2018-11-01,2018,11,3.0
South Carolina,2018-12-01,2018,12,3.2
South Carolina,2019-01-01,2019,1,3.7
South Carolina,2019-02-01,2019,2,3.5
South Carolina,2019-03-01,2019,3,3.3
South Carolina,2019-04-01,2019,4,2.6
South Carolina,2019-05-01,2019,5,2.7
South Carolina,2019-06-01,2019,6,3.0
South Carolina,2019-07-01,2019,7,2.8
South Carolina,2019-08-01,2019,8,2.5
South Carolina,2019-09-01,2019,9,1.9
South Carolina,2019-10-01,2019,10,2.4
South Carolina,2019-11-01,2019,11,2.4
South Carolina,2019-12-01,2019,12,2.6
South Carolina,2020-01-01,2020,1,3.1
South Carolina,2020-02-01,2020,2,3.2
South Carolina,2020-03-01,2020,3,3.4
South Carolina,2020-04-01,2020,4,11.0
South Carolina,2020-05-01,2020,5,9.2
South Carolina,2020-06-01,2020,6,8.0
South Carolina,2020-07-01,2020,7,7.4
South Carolina,2020-08-01,2020,8,6.1
South Carolina,2020-09-01,2020,9,5.7
South Carolina,2020-10-01,2020,10,5.1
South Carolina,2020-11-01,2020,11,4.9
South Carolina,2020-12-01,2020,12,5.0
South Carolina,2021-01-01,2021,1,5.0
South Carolina,2021-02-01,2021,2,4.8
South Carolina,2021-03-01,2021,3,4.3
South Carolina,2021-04-01,2021,4,3.7
South Carolina,2021-05-01,2021,5,3.6
South Carolina,2021-06-01,2021,6,4.5
South Carolina,2021-07-01,2021,7,4.2
South Carolina,2021-08-01,2021,8,4.0
South Carolina,2021-09-01,2021,9,3.3
South Carolina,2021-10-01,2021,10,3.3
South Carolina,2021-11-01,2021,11,3.2
South Carolina,2021-12-01,2021,12,3.1
South Carolina,2022-01-01,2022,1,3.8
South Carolina,2022-02-01,2022,2,3.8
South Carolina,2022-03-01,2022,3,3.2
South Carolina,2022-04-01,2022,4,2.6
South Carolina,2022-05-01,2022,5,2.9
South Carolina,2022-06-01,2022,6,3.5
South Carolina,2022-07-01,2022,7,3.3
South Carolina,2022-08-01,2022,8,3.4
South Carolina,2022-09-01,2022,9,3.0
South Carolina,2022-10-01,2022,10,3.3
South Carolina,2022-11-01,2022,11,2.9
South Carolina,2022-12-01,2022,12,2.9
South Carolina,2023-01-01,2023,1,3.4
South Carolina,2023-02-01,2023,2,3.5
South Carolina,2023-03-01,2023,3,3.0
South Carolina,2023-04-01,2023,4,2.2
South Carolina,2023-05-01,2023,5,2.7
South Carolina,2023-06-01,2023,6,3.2
South Carolina,2023-07-01,2023,7,3.0
South Carolina,2023-08-01,2023,8,2.8
South Carolina,2023-09-01,2023,9,2.8
South Carolina,2023-10-01,2023,10,3.2
South Carolina,2023-11-01,2023,11,3.1
South Carolina,2023-12-01,2023,12,3.2
South Carolina,2024-01-01,2024,1,3.7
South Carolina,2024-02-01,2024,2,4.0
South Carolina,2024-03-01,2024,3,3.7
South Carolina,2024-04-01,2024,4,3.2
South Carolina,2024-05-01,2024,5,3.8
South Carolina,2024-06-01,2024,6,4.7
South Carolina,2024-07-01,2024,7,4.9
South Carolina,2024-08-01,2024,8,4.9
South Carolina,2024-09-01,2024,9,4.2
South Carolina,2024-10-01,2024,10,4.4
South Carolina,2024-11-01,2024,11,4.2
South Carolina,2024-12-01,2024,12,4.0
South Carolina,2025-01-01,2025,1,4.3
South Carolina,2025-02-01,2025,2,4.5
South Carolina,2025-03-01,2025,3,4.1
South Carolina,2025-04-01,2025,4,3.8
South Carolina,2025-05-01,2025,5,3.7
South Carolina,2025-06-01,2025,6,4.4
South Carolina,2025-07-01,2025,7,4.7
South Carolina,2025-08-01,2025,8,4.9
South Carolina,2025-09-01,2025,9,4.5
South Carolina,2025-10-01,2025,10,
South Carolina,2025-11-01,2025,11,5.0
South Carolina,2025-12-01,2025,12,4.9
South Dakota,2006-01-01,2006,1,3.6
South Dakota,2006-02-01,2006,2,3.6
South Dakota,2006-03-01,2006,3,3.3
South Dakota,2006-04-01,2006,4,2.9
South Dakota,2006-05-01,2006,5,2.8
South Dakota,2006-06-01,2006,6,2.9
South Dakota,2006-07-01,2006,7,2.9
South Dakota,2006-08-01,2006,8,2.9
South Dakota,2006-09-01,2006,9,2.7
South Dakota,2006-10-01,2006,10,2.6
South Dakota,2006-11-01,2006,11,2.8
South Dakota,2006-12-01,2006,12,3.0
South Dakota,2007-01-01,2007,1,3.5
South Dakota,2007-02-01,2007,2,3.5
South Dakota,2007-03-01,2007,3,3.1
South Dakota,2007-04-01,2007,4,3.0
South Dakota,2007-05-01,2007,5,2.7
South Dakota,2007-06-01,2007,6,2.7
South Dakota,2007-07-01,2007,7,2.6
South Dakota,2007-08-01,2007,8,2.7
South Dakota,2007-09-01,2007,9,2.5
South Dakota,2007-10-01,2007,10,2.4
South Dakota,2007-11-01,2007,11,2.5
South Dakota,2007-12-01,2007,12,2.9
South Dakota,2008-01-01,2008,1,3.1
South Dakota,2008-02-01,2008,2,3.1
South Dakota,2008-03-01,2008,3,3.0
South Dakota,2008-04-01,2008,4,2.7
South Dakota,2008-05-01,2008,5,2.8
South Dakota,2008-06-01,2008,6,2.8
South Dakota,2008-07-01,2008,7,2.9
South Dakota,2008-08-01,2008,8,3.1
South Dakota,2008-09-01,2008,9,2.8
South Dakota,2008-10-01,2008,10,2.9
South Dakota,2008-11-01,2008,11,3.3
South Dakota,2008-12-01,2008,12,4.0
South Dakota,2009-01-01,2009,1,4.6
South Dakota,2009-02-01,2009,2,5.1
South Dakota,2009-03-01,2009,3,5.3
South Dakota,2009-04-01,2009,4,5.0
South Dakota,2009-05-01,2009,5,4.7
South Dakota,2009-06-01,2009,6,4.6
South Dakota,2009-07-01,2009,7,4.4
South Dakota,2009-08-01,2009,8,4.4
South Dakota,2009-09-01,2009,9,4.0
South Dakota,2009-10-01,2009,10,4.1
South Dakota,2009-11-01,2009,11,4.2
South Dakota,2009-12-01,2009,12,4.9
South Dakota,2010-01-01,2010,1,5.5
South Dakota,2010-02-01,2010,2,5.5
South Dakota,2010-03-01,2010,3,5.4
South Dakota,2010-04-01,2010,4,5.1
South Dakota,2010-05-01,2010,5,4.8
South Dakota,2010-06-01,2010,6,4.7
South Dakota,2010-07-01,2010,7,4.6
South Dakota,2010-08-01,2010,8,4.7
South Dakota,2010-09-01,2010,9,4.3
South Dakota,2010-10-01,2010,10,4.2
South Dakota,2010-11-01,2010,11,4.6
South Dakota,2010-12-01,2010,12,5.1
South Dakota,2011-01-01,2011,1,5.6
South Dakota,2011-02-01,2011,2,5.7
South Dakota,2011-03-01,2011,3,5.4
South Dakota,2011-04-01,2011,4,4.7
South Dakota,2011-05-01,2011,5,4.4
South Dakota,2011-06-01,2011,6,4.4
South Dakota,2011-07-01,2011,7,4.2
South Dakota,2011-08-01,2011,8,4.3
South Dakota,2011-09-01,2011,9,4.0
South Dakota,2011-10-01,2011,10,3.8
South Dakota,2011-11-01,2011,11,3.9
South Dakota,2011-12-01,2011,12,4.4
South Dakota,2012-01-01,2012,1,4.7
South Dakota,2012-02-01,2012,2,4.9
South Dakota,2012-03-01,2012,3,4.5
South Dakota,2012-04-01,2012,4,3.9
South Dakota,2012-05-01,2012,5,3.9
South Dakota,2012-06-01,2012,6,4.0
South Dakota,2012-07-01,2012,7,3.9
South Dakota,2012-08-01,2012,8,3.9
South Dakota,2012-09-01,2012,9,3.5
South Dakota,2012-10-01,2012,10,3.5
South Dakota,2012-11-01,2012,11,3.6
South Dakota,2012-12-01,2012,12,4.0
South Dakota,2013-01-01,2013,1,4.5
South Dakota,2013-02-01,2013,2,4.6
South Dakota,2013-03-01,2013,3,4.1
South Dakota,2013-04-01,2013,4,3.9
South Dakota,2013-05-01,2013,5,3.5
South Dakota,2013-06-01,2013,6,3.7
South Dakota,2013-07-01,2013,7,3.4
South Dakota,2013-08-01,2013,8,3.5
South Dakota,2013-09-01,2013,9,3.2
South Dakota,2013-10-01,2013,10,3.3
South Dakota,2013-11-01,2013,11,3.3
South Dakota,2013-12-01,2013,12,3.5
South Dakota,2014-01-01,2014,1,3.9
South Dakota,2014-02-01,2014,2,4.2
South Dakota,2014-03-01,2014,3,3.9
South Dakota,2014-04-01,2014,4,3.4
South Dakota,2014-05-01,2014,5,3.2
South Dakota,2014-06-01,2014,6,3.2
South Dakota,2014-07-01,2014,7,3.1
South Dakota,2014-08-01,2014,8,3.2
South Dakota,2014-09-01,2014,9,2.9
South Dakota,2014-10-01,2014,10,2.8
South Dakota,2014-11-01,2014,11,3.2
South Dakota,2014-12-01,2014,12,3.4
South Dakota,2015-01-01,2015,1,3.6
South Dakota,2015-02-01,2015,2,3.7
South Dakota,2015-03-01,2015,3,3.4
South Dakota,2015-04-01,2015,4,3.1
South Dakota,2015-05-01,2015,5,3.1
South Dakota,2015-06-01,2015,6,3.0
South Dakota,2015-07-01,2015,7,2.8
South Dakota,2015-08-01,2015,8,2.9
South Dakota,2015-09-01,2015,9,2.5
South Dakota,2015-10-01,2015,10,2.5
South Dakota,2015-11-01,2015,11,2.7
South Dakota,2015-12-01,2015,12,3.1
South Dakota,2016-01-01,2016,1,3.2
South Dakota,2016-02-01,2016,2,3.4
South Dakota,2016-03-01,2016,3,3.1
South Dakota,2016-04-01,2016,4,2.9
South Dakota,2016-05-01,2016,5,2.7
South Dakota,2016-06-01,2016,6,3.0
South Dakota,2016-07-01,2016,7,2.8
South Dakota,2016-08-01,2016,8,3.1
South Dakota,2016-09-01,2016,9,2.7
South Dakota,2016-10-01,2016,10,2.8
South Dakota,2016-11-01,2016,11,2.9
South Dakota,2016-12-01,2016,12,3.4
South Dakota,2017-01-01,2017,1,3.5
South Dakota,2017-02-01,2017,2,3.7
South Dakota,2017-03-01,2017,3,3.1
South Dakota,2017-04-01,2017,4,3.0
South Dakota,2017-05-01,2017,5,2.9
South Dakota,2017-06-01,2017,6,2.9
South Dakota,2017-07-01,2017,7,2.8
South Dakota,2017-08-01,2017,8,3.1
South Dakota,2017-09-01,2017,9,2.6
South Dakota,2017-10-01,2017,10,2.5
South Dakota,2017-11-01,2017,11,2.8
South Dakota,2017-12-01,2017,12,3.3
South Dakota,2018-01-01,2018,1,3.2
South Dakota,2018-02-01,2018,2,3.5
South Dakota,2018-03-01,2018,3,3.0
South Dakota,2018-04-01,2018,4,3.0
South Dakota,2018-05-01,2018,5,2.5
South Dakota,2018-06-01,2018,6,2.8
South Dakota,2018-07-01,2018,7,2.5
South Dakota,2018-08-01,2018,8,2.6
South Dakota,2018-09-01,2018,9,2.2
South Dakota,2018-10-01,2018,10,2.3
South Dakota,2018-11-01,2018,11,2.4
South Dakota,2018-12-01,2018,12,2.9
South Dakota,2019-01-01,2019,1,3.2
South Dakota,2019-02-01,2019,2,3.3
South Dakota,2019-03-01,2019,3,3.1
South Dakota,2019-04-01,2019,4,2.8
South Dakota,2019-05-01,2019,5,2.6
South Dakota,2019-06-01,2019,6,2.8
South Dakota,2019-07-01,2019,7,2.6
South Dakota,2019-08-01,2019,8,2.8
South Dakota,2019-09-01,2019,9,2.2
South Dakota,2019-10-01,2019,10,2.3
South Dakota,2019-11-01,2019,11,2.4
South Dakota,2019-12-01,2019,12,2.8
South Dakota,2020-01-01,2020,1,2.7
South Dakota,2020-02-01,2020,2,2.8
South Dakota,2020-03-01,2020,3,3.0
South Dakota,2020-04-01,2020,4,8.8
South Dakota,2020-05-01,2020,5,6.7
South Dakota,2020-06-01,2020,6,5.1
South Dakota,2020-07-01,2020,7,4.5
South Dakota,2020-08-01,2020,8,3.9
South Dakota,2020-09-01,2020,9,3.2
South Dakota,2020-10-01,2020,10,2.8
South Dakota,2020-11-01,2020,11,2.9
South Dakota,2020-12-01,2020,12,3.2
South Dakota,2021-01-01,2021,1,3.1
South Dakota,2021-02-01,2021,2,3.4
South Dakota,2021-03-01,2021,3,2.9
South Dakota,2021-04-01,2021,4,2.8
South Dakota,2021-05-01,2021,5,2.6
South Dakota,2021-06-01,2021,6,2.9
South Dakota,2021-07-01,2021,7,2.4
South Dakota,2021-08-01,2021,8,2.6
South Dakota,2021-09-01,2021,9,2.0
South Dakota,2021-10-01,2021,10,2.0
South Dakota,2021-11-01,2021,11,1.9
South Dakota,2021-12-01,2021,12,2.0
South Dakota,2022-01-01,2022,1,2.2
South Dakota,2022-02-01,2022,2,2.4
South Dakota,2022-03-01,2022,3,2.0
South Dakota,2022-04-01,2022,4,1.9
South Dakota,2022-05-01,2022,5,1.8
South Dakota,2022-06-01,2022,6,2.0
South Dakota,2022-07-01,2022,7,1.7
South Dakota,2022-08-01,2022,8,2.1
South Dakota,2022-09-01,2022,9,1.5
South Dakota,2022-10-01,2022,10,1.7
South Dakota,2022-11-01,2022,11,1.7
South Dakota,2022-12-01,2022,12,2.0
South Dakota,2023-01-01,2023,1,1.9
South Dakota,2023-02-01,2023,2,2.3
South Dakota,2023-03-01,2023,3,1.8
South Dakota,2023-04-01,2023,4,1.9
South Dakota,2023-05-01,2023,5,1.8
South Dakota,2023-06-01,2023,6,1.9
South Dakota,2023-07-01,2023,7,1.6
South Dakota,2023-08-01,2023,8,2.0
South Dakota,2023-09-01,2023,9,1.5
South Dakota,2023-10-01,2023,10,1.7
South Dakota,2023-11-01,2023,11,1.5
South Dakota,2023-12-01,2023,12,1.8
South Dakota,2024-01-01,2024,1,1.9
South Dakota,2024-02-01,2024,2,2.3
South Dakota,2024-03-01,2024,3,1.7
South Dakota,2024-04-01,2024,4,1.8
South Dakota,2024-05-01,2024,5,1.7
South Dakota,2024-06-01,2024,6,1.9
South Dakota,2024-07-01,2024,7,1.8
South Dakota,2024-08-01,2024,8,2.0
South Dakota,2024-09-01,2024,9,1.5
South Dakota,2024-10-01,2024,10,1.6
South Dakota,2024-11-01,2024,11,1.7
South Dakota,2024-12-01,2024,12,2.0
South Dakota,2025-01-01,2025,1,2.1
South Dakota,2025-02-01,2025,2,2.1
South Dakota,2025-03-01,2025,3,1.8
South Dakota,2025-04-01,2025,4,1.8
South Dakota,2025-05-01,2025,5,1.8
South Dakota,2025-06-01,2025,6,1.9
South Dakota,2025-07-01,2025,7,1.9
South Dakota,2025-08-01,2025,8,2.2
South Dakota,2025-09-01,2025,9,1.8
South Dakota,2025-10-01,2025,10,
South Dakota,2025-11-01,2025,11,2.1
South Dakota,2025-12-01,2025,12,2.4
Tennessee,2006-01-01,2006,1,5.8
Tennessee,2006-02-01,2006,2,5.6
Tennessee,2006-03-01,2006,3,5.5
Tennessee,2006-04-01,2006,4,5.2
Tennessee,2006-05-01,2006,5,5.1
Tennessee,2006-06-01,2006,6,5.8
Tennessee,2006-07-01,2006,7,5.7
Tennessee,2006-08-01,2006,8,5.2
Tennessee,2006-09-01,2006,9,4.9
Tennessee,2006-10-01,2006,10,4.6
Tennessee,2006-11-01,2006,11,4.7
Tennessee,2006-12-01,2006,12,4.4
Tennessee,2007-01-01,2007,1,5.1
Tennessee,2007-02-01,2007,2,4.8
Tennessee,2007-03-01,2007,3,4.4
Tennessee,2007-04-01,2007,4,4.0
Tennessee,2007-05-01,2007,5,4.1
Tennessee,2007-06-01,2007,6,4.8
Tennessee,2007-07-01,2007,7,4.7
Tennessee,2007-08-01,2007,8,4.5
Tennessee,2007-09-01,2007,9,4.7
Tennessee,2007-10-01,2007,10,4.7
Tennessee,2007-11-01,2007,11,4.8
Tennessee,2007-12-01,2007,12,5.1
Tennessee,2008-01-01,2008,1,5.7
Tennessee,2008-02-01,2008,2,5.6
Tennessee,2008-03-01,2008,3,5.7
Tennessee,2008-04-01,2008,4,5.2
Tennessee,2008-05-01,2008,5,5.9
Tennessee,2008-06-01,2008,6,6.7
Tennessee,2008-07-01,2008,7,6.9
Tennessee,2008-08-01,2008,8,6.7
Tennessee,2008-09-01,2008,9,6.8
Tennessee,2008-10-01,2008,10,7.0
Tennessee,2008-11-01,2008,11,7.3
Tennessee,2008-12-01,2008,12,8.1
Tennessee,2009-01-01,2009,1,9.6
Tennessee,2009-02-01,2009,2,10.1
Tennessee,2009-03-01,2009,3,10.5
Tennessee,2009-04-01,2009,4,10.0
Tennessee,2009-05-01,2009,5,10.4
Tennessee,2009-06-01,2009,6,11.3
Tennessee,2009-07-01,2009,7,11.0
Tennessee,2009-08-01,2009,8,10.6
Tennessee,2009-09-01,2009,9,10.5
Tennessee,2009-10-01,2009,10,10.4
Tennessee,2009-11-01,2009,11,10.1
Tennessee,2009-12-01,2009,12,10.4
Tennessee,2010-01-01,2010,1,11.1
Tennessee,2010-02-01,2010,2,10.7
Tennessee,2010-03-01,2010,3,10.5
Tennessee,2010-04-01,2010,4,9.7
Tennessee,2010-05-01,2010,5,9.4
Tennessee,2010-06-01,2010,6,9.9
Tennessee,2010-07-01,2010,7,9.7
Tennessee,2010-08-01,2010,8,9.5
Tennessee,2010-09-01,2010,9,9.3
Tennessee,2010-10-01,2010,10,9.2
Tennessee,2010-11-01,2010,11,9.4
Tennessee,2010-12-01,2010,12,9.4
Tennessee,2011-01-01,2011,1,10.1
Tennessee,2011-02-01,2011,2,9.6
Tennessee,2011-03-01,2011,3,9.4
Tennessee,2011-04-01,2011,4,8.8
Tennessee,2011-05-01,2011,5,8.8
Tennessee,2011-06-01,2011,6,9.7
Tennessee,2011-07-01,2011,7,9.3
Tennessee,2011-08-01,2011,8,9.1
Tennessee,2011-09-01,2011,9,8.9
Tennessee,2011-10-01,2011,10,8.5
Tennessee,2011-11-01,2011,11,8.1
Tennessee,2011-12-01,2011,12,8.2
Tennessee,2012-01-01,2012,1,8.7
Tennessee,2012-02-01,2012,2,8.4
Tennessee,2012-03-01,2012,3,8.1
Tennessee,2012-04-01,2012,4,7.5
Tennessee,2012-05-01,2012,5,7.7
Tennessee,2012-06-01,2012,6,8.5
Tennessee,2012-07-01,2012,7,8.5
Tennessee,2012-08-01,2012,8,7.9
Tennessee,2012-09-01,2012,9,7.5
Tennessee,2012-10-01,2012,10,7.5
Tennessee,2012-11-01,2012,11,7.3
Tennessee,2012-12-01,2012,12,7.6
Tennessee,2013-01-01,2013,1,8.6
Tennessee,2013-02-01,2013,2,8.1
Tennessee,2013-03-01,2013,3,7.8
Tennessee,2013-04-01,2013,4,7.4
Tennessee,2013-05-01,2013,5,7.5
Tennessee,2013-06-01,2013,6,8.4
Tennessee,2013-07-01,2013,7,8.1
Tennessee,2013-08-01,2013,8,7.6
Tennessee,2013-09-01,2013,9,7.4
Tennessee,2013-10-01,2013,10,7.4
Tennessee,2013-11-01,2013,11,6.9
Tennessee,2013-12-01,2013,12,6.7
Tennessee,2014-01-01,2014,1,7.0
Tennessee,2014-02-01,2014,2,7.0
Tennessee,2014-03-01,2014,3,6.8
Tennessee,2014-04-01,2014,4,6.0
Tennessee,2014-05-01,2014,5,6.3
Tennessee,2014-06-01,2014,6,7.1
Tennessee,2014-07-01,2014,7,7.2
Tennessee,2014-08-01,2014,8,6.7
Tennessee,2014-09-01,2014,9,6.4
Tennessee,2014-10-01,2014,10,6.1
Tennessee,2014-11-01,2014,11,6.1
Tennessee,2014-12-01,2014,12,5.9
Tennessee,2015-01-01,2015,1,6.5
Tennessee,2015-02-01,2015,2,6.1
Tennessee,2015-03-01,2015,3,5.8
Tennessee,2015-04-01,2015,4,5.3
Tennessee,2015-05-01,2015,5,5.6
Tennessee,2015-06-01,2015,6,6.1
Tennessee,2015-07-01,2015,7,5.9
Tennessee,2015-08-01,2015,8,5.4
Tennessee,2015-09-01,2015,9,5.2
Tennessee,2015-10-01,2015,10,5.1
Tennessee,2015-11-01,2015,11,4.9
Tennessee,2015-12-01,2015,12,4.7
Tennessee,2016-01-01,2016,1,5.0
Tennessee,2016-02-01,2016,2,4.8
Tennessee,2016-03-01,2016,3,4.7
Tennessee,2016-04-01,2016,4,4.3
Tennessee,2016-05-01,2016,5,4.2
Tennessee,2016-06-01,2016,6,5.2
Tennessee,2016-07-01,2016,7,5.1
Tennessee,2016-08-01,2016,8,4.9
Tennessee,2016-09-01,2016,9,4.9
Tennessee,2016-10-01,2016,10,4.7
Tennessee,2016-11-01,2016,11,4.4
Tennessee,2016-12-01,2016,12,4.5
Tennessee,2017-01-01,2017,1,5.0
Tennessee,2017-02-01,2017,2,4.5
Tennessee,2017-03-01,2017,3,4.1
Tennessee,2017-04-01,2017,4,3.4
Tennessee,2017-05-01,2017,5,3.3
Tennessee,2017-06-01,2017,6,4.1
Tennessee,2017-07-01,2017,7,3.9
Tennessee,2017-08-01,2017,8,3.6
Tennessee,2017-09-01,2017,9,3.3
Tennessee,2017-10-01,2017,10,3.3
Tennessee,2017-11-01,2017,11,3.3
Tennessee,2017-12-01,2017,12,3.2
Tennessee,2018-01-01,2018,1,3.9
Tennessee,2018-02-01,2018,2,3.6
Tennessee,2018-03-01,2018,3,3.5
Tennessee,2018-04-01,2018,4,3.0
Tennessee,2018-05-01,2018,5,3.1
Tennessee,2018-06-01,2018,6,4.1
Tennessee,2018-07-01,2018,7,3.9
Tennessee,2018-08-01,2018,8,3.6
Tennessee,2018-09-01,2018,9,3.4
Tennessee,2018-10-01,2018,10,3.4
Tennessee,2018-11-01,2018,11,3.1
Tennessee,2018-12-01,2018,12,3.2
Tennessee,2019-01-01,2019,1,3.9
Tennessee,2019-02-01,2019,2,3.4
Tennessee,2019-03-01,2019,3,3.4
Tennessee,2019-04-01,2019,4,2.9
Tennessee,2019-05-01,2019,5,3.1
Tennessee,2019-06-01,2019,6,3.8
Tennessee,2019-07-01,2019,7,3.7
Tennessee,2019-08-01,2019,8,3.3
Tennessee,2019-09-01,2019,9,3.1
Tennessee,2019-10-01,2019,10,3.3
Tennessee,2019-11-01,2019,11,3.1
Tennessee,2019-12-01,2019,12,3.1
Tennessee,2020-01-01,2020,1,3.7
Tennessee,2020-02-01,2020,2,3.4
Tennessee,2020-03-01,2020,3,3.9
Tennessee,2020-04-01,2020,4,15.0
Tennessee,2020-05-01,2020,5,11.8
Tennessee,2020-06-01,2020,6,10.8
Tennessee,2020-07-01,2020,7,10.1
Tennessee,2020-08-01,2020,8,7.7
Tennessee,2020-09-01,2020,9,6.9
Tennessee,2020-10-01,2020,10,5.9
Tennessee,2020-11-01,2020,11,5.4
Tennessee,2020-12-01,2020,12,5.4
Tennessee,2021-01-01,2021,1,5.7
Tennessee,2021-02-01,2021,2,5.3
Tennessee,2021-03-01,2021,3,5.1
Tennessee,2021-04-01,2021,4,4.7
Tennessee,2021-05-01,2021,5,4.6
Tennessee,2021-06-01,2021,6,5.6
Tennessee,2021-07-01,2021,7,4.9
Tennessee,2021-08-01,2021,8,4.4
Tennessee,2021-09-01,2021,9,3.8
Tennessee,2021-10-01,2021,10,3.5
Tennessee,2021-11-01,2021,11,3.2
Tennessee,2021-12-01,2021,12,3.0
Tennessee,2022-01-01,2022,1,3.7
Tennessee,2022-02-01,2022,2,3.4
Tennessee,2022-03-01,2022,3,3.2
Tennessee,2022-04-01,2022,4,3.0
Tennessee,2022-05-01,2022,5,3.1
Tennessee,2022-06-01,2022,6,4.0
Tennessee,2022-07-01,2022,7,3.7
Tennessee,2022-08-01,2022,8,3.5
Tennessee,2022-09-01,2022,9,3.2
Tennessee,2022-10-01,2022,10,3.4
Tennessee,2022-11-01,2022,11,3.2
Tennessee,2022-12-01,2022,12,3.0
Tennessee,2023-01-01,2023,1,3.6
Tennessee,2023-02-01,2023,2,3.4
Tennessee,2023-03-01,2023,3,3.2
Tennessee,2023-04-01,2023,4,2.7
Tennessee,2023-05-01,2023,5,3.1
Tennessee,2023-06-01,2023,6,3.7
Tennessee,2023-07-01,2023,7,3.5
Tennessee,2023-08-01,2023,8,3.3
Tennessee,2023-09-01,2023,9,3.3
Tennessee,2023-10-01,2023,10,3.3
Tennessee,2023-11-01,2023,11,3.0
Tennessee,2023-12-01,2023,12,2.9
Tennessee,2024-01-01,2024,1,3.3
Tennessee,2024-02-01,2024,2,3.1
Tennessee,2024-03-01,2024,3,3.1
Tennessee,2024-04-01,2024,4,2.8
Tennessee,2024-05-01,2024,5,2.9
Tennessee,2024-06-01,2024,6,3.9
Tennessee,2024-07-01,2024,7,3.9
Tennessee,2024-08-01,2024,8,3.7
Tennessee,2024-09-01,2024,9,3.5
Tennessee,2024-10-01,2024,10,3.6
Tennessee,2024-11-01,2024,11,3.7
Tennessee,2024-12-01,2024,12,3.5
Tennessee,2025-01-01,2025,1,3.8
Tennessee,2025-02-01,2025,2,3.5
Tennessee,2025-03-01,2025,3,3.3
Tennessee,2025-04-01,2025,4,2.9
Tennessee,2025-05-01,2025,5,3.3
Tennessee,2025-06-01,2025,6,4.0
Tennessee,2025-07-01,2025,7,4.4
Tennessee,2025-08-01,2025,8,3.6
Tennessee,2025-09-01,2025,9,3.5
Tennessee,2025-10-01,2025,10,
Tennessee,2025-11-01,2025,11,3.6
Tennessee,2025-12-01,2025,12,3.4
Texas,2006-01-01,2006,1,5.4
Texas,2006-02-01,2006,2,5.4
Texas,2006-03-01,2006,3,5.1
Texas,2006-04-01,2006,4,4.9
Texas,2006-05-01,2006,5,5.0
Texas,2006-06-01,2006,6,5.5
Texas,2006-07-01,2006,7,5.4
Texas,2006-08-01,2006,8,5.0
Texas,2006-09-01,2006,9,4.7
Texas,2006-10-01,2006,10,4.4
Texas,2006-11-01,2006,11,4.5
Texas,2006-12-01,2006,12,4.1
Texas,2007-01-01,2007,1,4.8
Texas,2007-02-01,2007,2,4.7
Texas,2007-03-01,2007,3,4.3
Texas,2007-04-01,2007,4,4.0
Texas,2007-05-01,2007,5,4.0
Texas,2007-06-01,2007,6,4.7
Texas,2007-07-01,2007,7,4.8
Texas,2007-08-01,2007,8,4.3
Texas,2007-09-01,2007,9,4.4
Texas,2007-10-01,2007,10,4.0
Texas,2007-11-01,2007,11,4.2
Texas,2007-12-01,2007,12,4.3
Texas,2008-01-01,2008,1,4.7
Texas,2008-02-01,2008,2,4.3
Texas,2008-03-01,2008,3,4.3
Texas,2008-04-01,2008,4,3.9
Texas,2008-05-01,2008,5,4.3
Texas,2008-06-01,2008,6,5.0
Texas,2008-07-01,2008,7,5.2
Texas,2008-08-01,2008,8,5.2
Texas,2008-09-01,2008,9,5.2
Texas,2008-10-01,2008,10,5.2
Texas,2008-11-01,2008,11,5.3
Texas,2008-12-01,2008,12,5.5
Texas,2009-01-01,2009,1,6.5
Texas,2009-02-01,2009,2,6.6
Texas,2009-03-01,2009,3,6.5
Texas,2009-04-01,2009,4,6.1
Texas,2009-05-01,2009,5,7.3
Texas,2009-06-01,2009,6,8.5
Texas,2009-07-01,2009,7,8.6
Texas,2009-08-01,2009,8,8.4
